id,tweet,username,sentimen
1477513557562462214,"Ingin wisata kuliner di Jogja , tapi bertabrakan dengan wisata kuliner rumah Jogja by mama 🤣",LevijulioS,positif
1477462586983542784,"@NepHanep Rekomendasi kuliner jogja lur, aku otw jogja iki",agusbudiprayoga,positif
1477457087219175424,Bbrp hari ini mantengin akun kuliner di jogja berasa ditantang nyobain semua. Cobaan macam apa ini,tikkaa,positif
1477452489301512203,"@javafoodie_ Ya allah menggoda, kalau ke jogja lagi ntar mau wisata kuliner aja dah wkwk",Philiiaa,positif
1478110263719038977,Kuliner Yogyakarta Ini Wajib Kalian Coba! Bahkan Rasanya Seperti Belum Ke Jogja Kalau Belum Mencicipinya! -  https://t.co/ACpVjajEWY  https://t.co/ypyelnCLge,idbcpr,netral
1478036788505550850,"Emg tetep paling ga masuk akal harga kuliner di jogja, bersahabat banget:))",kankankaaann,positif
1477903601863249921,"Info kuliner jogja, barengan juga boleh",electrohead__,netral
1477885256107638784,Hari ini masih ada yang hunting kuliner di Jogja ?  #sewamobilyogya #wisatakuliner  https://t.co/qqRrgO06Nr,SewaMobilYogya,positif
1477884906583724032,KULINER!! Mampir ke twitter nya mas @IndraMenus aja utk rekomendasi2 mantap kuliner Jogja.,ganjarhead,positif
1477877995171770370,"Mau bikin ulasan salah satu kuliner ""wajib"" kalau ke Jogja, yaitu Mangut Lele Mbah Marto.  https://t.co/fzvtW2wOSb",gnhartono,positif
1478412818592374791,"Kalau sekarang, gudeg jd salah satu destinasi kuliner malam di Jogja, selain angkringan dan bakmi  jawa. Biasanya buka mulai jam 20.00 sampai dini hari.  Nah, Sedulur lebih suka makan gudeg pagi-pagi atau malam-malam?  #gudegjogja #kulinermalamjogja  #kulinermalam  #kulinerjogja",sedulurbudaya,positif
1478367079333969920,@xyaidan Aku biasanya ngikutin postingan akun kuliner jogja,valleryygldie,netral
1478359944583794688,guys yg dom jogja atau yg tau minta tolong rekomen kuliner jogja yg enak dongg💚,ohthehunkuu,positif
1478335521151545345,"@Outstandjing Solo tuh udah pas, enak kemana2 kota sebelahnya deket. Ada tawangmangu wisata gunung, wonogiri wisata kuliner, jogja, klaten wisata air. Dalem kotanya sendiri jg udah banyak mall, fasilitas makan dari murah sampe fancy hoka bento, starbuck, yoshinoya, mcd, richeese, stasiun ada.",peachypie2806,positif
1478320638653722626,"Seindah2nya bali, secantik2nya toraja, seenak apapun kuliner di medan, semenarik apapun jogja, mewahnya surabaya, tetep bandung sih kota ternyaman &lt;3",malaaSR,netral
1478285554953310208,Mau kurus atau gak itu sih pilihan... Tapi makanan yg enak itu kebutuhan 😁😁 order Nasi Panggang Rempah Moza by Kalua Coffee ya #kulinerjogja #jogjaistimewa #jogjakuliner #nasipanggang #infojogja #jogjaupdate  https://t.co/UF68ugQnGs,Safriani_Haqqu,positif
1478260830068101120,"INFO, KALO KE JOGJA WAJIB KEMANA? &amp; WAJIB KULINER APA AJA?☺️",bubee____,positif
1478257769027289088,kembali ke jkt dan tida tau mau makan apa.. rutinitas kuliner jogja benar2 menaikan citarasa lidahku,damnzo,positif
1478248359328505856,"jogja saiki kakehan kuliner je, ampe bingung mau makan dimana 😂",syauqifikri,negatif
1478200704913133570,Wajib Dicoba Nih!!! Kuliner yang Hits Banget di Jogja  https://t.co/nWN9vdHNaC  https://t.co/3gs9HoeAZ6,BatemuriTour,positif
1478196460403318785,Referensi Kuliner Jogja💫,apayaa_em,netral
1478878048002854913,"Terima kasih ya kak sudah dikancani nyari kuliner malam di Salatiga. Btw gaes, doi ini pak dosen kece banget, pas di Jogja suka terlibat di kelas Pemikiran #GusDur. Cocok bangetlah buat diskusi dan ngobrol ngalor ngidul.",tatakhoiriyah,positif
1478873623339307014,Guis rekomend kuliner babi di jogja dong guys 😁🐷,FOOD_FESS,netral
1478866635167469570,"Jogja dengan segala pesonanya tak cukup untuk dikunjungi dalam sehari saja!  Pesona wisata alam yang begitu memukau, keragaman kuliner yang begitu menggoda, wisata edukasi yang mengajarkan kesabaran dan ketelitian, mengenal sejarah melalui museum,  https://t.co/q96HS1ixpK",visiting_jogja,positif
1478735252268859392,KAK EMMMM aku lagi di jogja terus udah hampir mampir semua kuliner rekomen dari harris 😵😵 sampe sekolah harris … — 😭😭😭 GIMANA REVIEWNYA CERITAIN PLEASEEEEEE  https://t.co/mZZ7IusCn2,commedesjay,negatif
1478723789785501699,"kak emma, insyaallah i’ll be going to jogja 2 hari lagi. aku mau minta rekomendasi kuliner atau tempat yang harus… — cek moments sama baca ulang au harris disitu banyak  https://t.co/GLe1dLOt8P",commedesjay,positif
1478720542966358022,Fess sender punya resolusi 2022 mau staycation ke jogja. Kasih saran dong kuliner yg wajib dicoba apa aja? Sama lokasinya dimana?,FOODFESS2,positif
1478705422882115586,Ko gua nysel ya ngajak tmn2 gua ke jogja wkwkwk. Padahal enakan sendirian.... Wisata kuliner nya pasti kejamah semua,endaan_,negatif
1478694433168060419,"Budget mepet tu berape gitu yang jelas, kalo di aku budget 250 paling murah tu hotel di Jogja. Yg nyaman kalo bawa bocil paling gak yaa. Kuliner buanyaaaak kowe arep mangan opo ae ono. Wisata? Apalagi gari milih. Tp raono cimory sorry 🙃",viddyaningrum,negatif
1478693965452877832,"Aku paling gak bisa kalo ditanyain ""penginapan / hotel rekomen di jogja yg sesuai budget dong. Mepet nih"" Sama ""wisata di Jogja apa aja sih?"" dan juga ""kuliner di Jogja yg enak apa sih?""  Dude. Googling~",viddyaningrum,netral
1478680195548663808,Saran tempat wisata atau kuliner di jogja dong urang teu nyaho nanaon ieu,takem1na,netral
1478640074006806535,Guis sender punya resolusi 2022 mau staycation ke jogja. Kasih saran dong kuliner apa yg wajib dicoba??,FOOD_FESS,positif
1479104210872328195,@kmjsooyaaa Notee. Ayo kack beritahukan tempat kuliner enak di jogja yg ramah dikantong kackk,jisoobl04,netral
1479082665978462209,@convomfs KELILING BANDUNG KULINER KE SOLO BEROMANSA DI JOGJA,asteomoon,positif
1479033652818288641,"Pengkhianat kuliner, kalo kata driver pas di Jogja wkwkw",Lavendrinaa,negatif
1479019137103843329,@chxnbangchan Tp kalo gini mau ke jogja yg mau kuliner malem jg rada was was.. aparatnya kemana ya? Katanya jogja ramah.. tp pihak berwenang seakan akan adem ayem..,romi_mio,negatif
1479010299877347328,Ada yang bisa saranin hotel bagus deket malioboro dan kuliner apa aja yang wajib dicoba di jogja?,VVOOVELY,positif
1478995096054149120,jog wisata kuliner di jogja sore-sore enake apa ya?,jogjamnfs,positif
1478975220463505408,"Mei mau ke Jogja, rekomendasi kuliner dong eheheh  #jogja  #kulinerjogja",ironmencakep,positif
1478962645982085120,@Sam_Ardi Olive chicken kuliner asli Jogja,ravandolie,netral
1478927816427147266,Ini Tempat Kuliner Jogja Terbaik Wajib Coba -  https://t.co/lZVZqceP0p  https://t.co/9zfTGCOjii,idbcpr,netral
1478903300837687297,Cookies 🧀🍍🍫  For info &amp; order ⤵ WA : 0813-8613-5553 Line : @lundietjeudi  #LundietJeudi #Kaasstengels #Nastar #PalmCheese #ChocoStick #PremiumCookies #KueKering #KueKeringLebaran #KueKeringPremium #KueKeringJogja #KulinerJogja #ExploreJogja #RamadhanHampers #HampersLebaran  https://t.co/60qjwXTqPh,lundietjeudi,netral
1479470468897906693,"Rek, mau rekomendasi kota yang worth buat dikunjungi dari sisi wisata dan kuliner. Kalo bisa yang di Jawa aja dan selain Jogja, Solo. Makaasi.",PasuruanFess,positif
1479428179236319239,Salah satu mie ayam goreng enak di kawasan pogung karena bikinya beneran di goreng bukan cuman nggk dikasih kuah terus di kecapi 😹😹 #mieayam #jogja #pogung #kuliner  https://t.co/42bEWY7rRz,Rempahan_peyekk,positif
1479406669083774978,"Di Jogja ada resto namanya Jejamuran; resto olahan jamur.  Didirikan saat pemiliknya berumur mendekati 60th setelah risign. Restonya rame, salah satu tujuan wisata kuliner.",lulu_fery,positif
1479347238530809856,Biar ga bingung makan apa  - sebuah thread dan review kuliner jogja-,lonelydesember,netral
1479342303994994688,Fess saranin kuliner yg wajib banget didatengin kalo lg ke Jogja dong🥳,FOODFESS2,positif
1479312983926923266,Menikmati Kuliner Jogja di Kave Ibu Krida  https://t.co/5xz4osCdJn,NailahAljufri,positif
1479298383990771712,Mau ke jogja wisata kuliner wisata ap aj,simonewinny,netral
1479252807777726464,"Terkenal Enak dan Murah, Ini 5 Kuliner di Jogja yang Wajib Dicoba saat Liburan ke HeHa Ocean View  https://t.co/rDkkKXyBGR",didia_id,positif
1479243238481428480,"Esuk-esuk.... Penampakan sing menggoda dinggo konco mangan soto #sarapan #soto #kulinerjogja , FAVORITmu soto ngendi lur?infokan kene lurr....tak sambangi...🤤  https://t.co/ySTum8hyUQ",halosleman,negatif
1479830520947101697,Ngelist makanan yang di Jogja . Asli lagi pengen wisata kuliner dibandingkan wisata nya .,dewuri,positif
1479807675810521093,@xnooffense @UGM_FESS Jadi buzzer kuliner mie ayam jogja aja kali ya,rekalibrasi,negatif
1479781940991442945," https://t.co/82taFcxzra Yg lg cari makan malem lesehan santuy dan murmer daerah jogja, gasss lur ke mandala krida. Ada penyetan uenak... Sambelnya joss tenan. Pecel Lele dan Ayam Goreng Mandala Pak Kas di jalan Andung, stadion mandala krida 👍 #kulinerjogja  https://t.co/2OXhvnQ2OM",puspitaronaa,positif
1479767894300913666,"Tempat baru lagi (atau aku yang baru tau xixi) temptnya bagus sih, cuman kalau siang terlalu panas. Jadi mendingan sorean kayaknya lebih nyaman. Untuk masakan enak, pizzanya recommended sih. Harga bisa dibilang mahal xixixixixixixixi ✌🏻 #kuliner #kulinerjogja #resto  https://t.co/nb9Jsc4jtF",Rempahan_peyekk,negatif
1479739662486937600,"Selain mencicipi kuliner khas di Yogyakarta, jangan lewatkan kunjungan ke sejumlah restorannya yang asri, seperti Mbah Bayan Jogja.  https://t.co/jVCUHHdALa  https://t.co/RcInN8UTl8",getlostidn,netral
1479735360670224385,"Ada 4 rasa, original, kelapa, nangka sama keju #kulinerjogja harganya dari 2500 yang original, kalau yang lain 3500 satunya.  https://t.co/OTGrCyihgf",RenoAndam,netral
1479734707617075201,gaisss.. aku seneng banget ketemu kue lumpur bakar lapindo di jogja. Pas digigit ada aroma gosong dari bagian bawahnya. Enaaakkk #kulinerjogja  https://t.co/Jxdxg61GJF,RenoAndam,positif
1479733756093091841,ugm_fess sapa suka duren? ayo hunting or spill kuliner duren di jogja,UGM_FESS,netral
1479668239407878144,"Saya baru saja memublikasikan "" Asal-usul Bakpia Pathok, Buah Tangan Andalan dari Jogja "" dari cerita saya "" kuliner Indonesia "".  https://t.co/9Um001oxxu",SutopoEli,netral
1479654457352744960,guis kuliner yg kudu dicobain di jogja mana aja ya? tia  https://t.co/eJsA5fSOIa,FOOD_FESS,negatif
1479652935608897538,Ada Rekomendasi ramen di Jogja yg rasanya mirip Seirock Ya Ramen ga yaa? #kulinerjogja,nzzzzzt,negatif
1479643000112250883,nyampe di Jogja !!!  moots rekomendasiin kuliner Jogja yg VIRAL &amp; Wajid di coba dong !!! 😭😭😭,shxuamonhyO_O,netral
1479626347492216835,"@FFOODFESS Nitip nder soalnya tgl 17 nanti mau ke Jogja , ayo rekomendasi kuliner jogja",rraii_9,positif
1480322064703623172,"Udah weekend aja nih, besties! Berikut ini kompilasi pejuang kuliner hits di Jogja, Magelang, Wonosobo, Semarang &amp; Cirebon. Spots ini langganan para turis lho, meski penduduk lokal justru jarang berkunjung ke sana! wkwkwkwk. Boleh diicip sekali2 drpd hanya tahu nama ga tahu rasa!  https://t.co/yONE9A4Ifj",Teman_sambatmu,positif
1480220946527145997,@FOOD_FESS Ayam geprek di jogja enak.. bener bener di geprek sampe suir suir gitu.. sambelnya juga enak jd nyatu sm ayamnya. Oseng mercon nya juga enaak.. semua kuliner di jogja enak dah buat gw mah,hkhiiki,positif
1480197857260933122,"Fess yang di jogja atau pernah ke jogja, bisa rekomendasiin wisata kuliner yang enak ga? TIA!",FOODFESS2,negatif
1480148498452402176,finally!!! 2022 admin derartna bikin itinerary jogja☺  guys saranin homestay buat keluarga sama kuliner jogja dong ✨✨,derartna,netral
1480142394938908673,Kangen kuliner jogja 🤤,harryakb10,positif
1480107207043678208,"Orang-orang pingin ke bandung karena wisatanya. Lah aku pingin ke bandung karena karena kopinya.  Orang-orang pingin ke jogja karena kuliner dan makanan murahnya. Lah aku pingin ke jogja karena sejarah, kehangatan warganya, dunia perkopiannya. Secinta itu saya sama kopi.",Bukanbendamati,positif
1480086712235663363,"@timothykennetz Tapi iya sih, kalo misal banyak baca terminologi makanan indonesia khususnya daerah jawa, itu banyak banget serapan dan kaya akulturasi nya sama makanan yang di belanda, dulu tugas akhir sempet ngambil tentang kuliner kraton jogja dan malah banyak ""OOOOHHHH jadi gini tohh..""",yuniqelo,positif
1480077730121191425,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/EBN6sLuVoN,haohao_jogja,negatif
1480030423082168323,-11fess Gaiss wisata jogja-solo tapi yang bukan wisata view/kuliner apa ya?,UNSfess_,negatif
1480025907548934148,Kuliner jogja apa aja sih,rmyzn_,negatif
1480014030441828355,"Kudus juga sma, unik, pertama makan soto kerbau dan kuliner ayam yg ditaruh daun pisang, dan itu enak bgt 😂  Jogja aku baru sebentar ekplore, dan kulinernya sma banyak macamnya, pengen eksplore lagi",madewulansari,positif
1479986274341507074,Rekomendasi kuliner jogja dong…,pradipta_r_,netral
1480616494773903360,"Hangatnya Wedang Ronde Mbah Payem, Kuliner Populer dan Legendaris di Jogja -  https://t.co/mqFV5Klqst  https://t.co/wuHf23yx41",MakanYukAh,positif
1480616471684268032,Kuliner Hits Jogja: Geblek Gurih Nanggulan Kulon Progo - Ayoyogya  https://t.co/5tHh8dt8cK,MakanYukAh,netral
1480616457184550915,"Berawal dari Lahan Tak Diperhatikan, Kini Lembah Si Cangkring Jadi Destinasi Kuliner Favorit - Tribun Jogja  https://t.co/D6GSqe7Nzl",MakanYukAh,positif
1480598661444747264,isi fyp dr tadi kuliner jogja aja semua,nullozy,netral
1480562968215515136,Kalo ke jogja tuh kuliner yang enak apaan yakk,bbyuncandy,negatif
1480562526744051714,"Nasi goreng pasar pakem, syahdu  #KulinerJogja #JogjaFood  https://t.co/FSOMxoiNlz",Tatam_Fadholi,positif
1480526371533168640,Kangen kuliner jogja,nahkeliku,positif
1480480447674994689,50 Tenant Bakal Ramaikan Stand Kuliner di Plaza Kuliner Glagah Kulonprogo - Tribun Jogja  https://t.co/GmG5Zh9HZw,MakanYukAh,netral
1480465423036338178,EL PRIMO SAUSAGE DAIRY Kuliner Terbaru di Jogja #elprimosausagedairy #elprimo  https://t.co/qi7cb2hP21,BangunHandoko,positif
1480463191440252936,50 Tenant Bakal Ramaikan Stand Kuliner di Plaza Kuliner Glagah Kulonprogo - Tribun Jogja  https://t.co/QBtAPrKbHM,JuhadiKp,positif
1480429976017068034,Sampe langsung mlipir ke sini... Monggo ma'em lur.... 😊 #jogja #kulinerjogja #sotopakmarto @ Soto Pak Marto JEC  https://t.co/c5xyCN4X0c,ferryak,netral
1480417117178454017,"Deretan Surga Kuliner Jogja, Lezatnya Bikin Kangen  https://t.co/W7eEyCg2XD #KulinerJogja #MakananEnakDiJogja",fajaronline,positif
1480356472609406976,@eudaimoniasan Kalo mau kluar malem rada mikir di jogja pdhal dlu sering kuliner malem di jogja 🥲,romi_mio,negatif
1480353111046774787,"Apaan sik nih Jogja knp skrg byk kuliner macem macem, jaman  awal tahun 2000an nyari buryam enak ajah susah bgt di Jogja :')))",Anna_Puri,negatif
1480913375282401280,"Jogja dengan segala kuliner, wisata, dan cerita wkwk",TukangMaido22,positif
1480906116372447234,"Sejarah Jadah Tempe Mbah Carik, Legenda Kuliner Jogja Kegemaran Sultan  https://t.co/amnNL5klg2 #beritajogja #jogja #jogjaistimewa  https://t.co/1tySDeLflK",Harian_Jogja,positif
1480870396916224001,"@103popfmjakarta @diankatroks @davenirvana mi dok dok burjo jogja, sego godog jogja, pokoknya kuliner jigjaaa T.T",apriliamoneta,netral
1480848934415130625,Reposted from @kristinasetyawati Penting utk menilai sesuatu dengan sudut pandang yg berbeda sayang..💕 Krn terkadang kita stuck oleh pola pikir kita sendiri..✨ #kulinerjogja #jogjaku #kulinernusantara #blusukanbantul  https://t.co/v3DvQoJcUX,BlusukanBantul,negatif
1480843466053537793,Kuliner Malam Jogja: Nasi Bebek Terenak Se-Asia Tenggara Versi Lidah Warganet - Ayoyogya  https://t.co/WPDYNNscAl,MakanYukAh,positif
1480808641070452737,moots ada saran tempat kuliner di jogja nggak?,lavienoirs,negatif
1480710781171761154,Wishlist ku nambah lagi.. pengen ke Jogja buat kuliner an😭,pingkeubear,positif
1481403105774542848,masih pagi kepikiran buat kuliner travelling deh ke jogja atau kemana gituu yg byk jajanan wuenakk dan unik nya hehe,christwynee,positif
1481308992513392640,"Asli aga kasian kalo yang tau kuliner khas jogja cuman gudeg. Padahal oseng - oseng mercon juga ga kalah , sate klatak pun juga, dan kalo emang nginep di maliboro cobain sate kere samping pasar bringharjo.",REVAIZAL,positif
1481244925069266946,@SaniSantol @keyntung Pakar kuliner di Jogja🙏🏼,sapesih,netral
1481238036856045570,ini kuliner jogja wisata jogja bs stop lewat fyp gue gk🙏🏼bener2 lgsg gue scroll loh masih aja lewat yg lain!!tolong lah!!!!!!!!!!!,anciyyy,negatif
1481233652512337923,"Innalillahi wa innailaihi roji'uun ikut berduka cita atas berpulangnya legenda ""jadah tempe"" Jogja, semoga Mbah Carik mendapat tempat terbaik disisiNya aamiin..  Saat Legenda Kuliner Jadah Tempe Yogya Tutup Usia  https://t.co/CIeZQI6boF",Indra_satri,negatif
1481226589254074370,"Mas kun, lagi wisata kuliner mahasiswa jogja, jadi baper sama kenangannya, bring me back to~~~",renatharere,positif
1481224899360616448,"@KuntoAjiW kuliner khas jogja, olive chicken mas🙏🏻",byutiiiii,netral
1481223248482344965,Referensi kuliner jogja,walnuttss,netral
1481210115374333953,Mampus gue lagi diet inget kuliner jogja😭,becausemikhael,positif
1481209372193980417,Memantau kuliner jogja,unhde,positif
1481208008260878338,bookmarked list kuliner jogja,karinnath,positif
1481167191404089345,"#RaboSoto Nemu soto berkuah kental di Jogja utara, lain dari pada yang lain, kuahnya seger gurih, daging sapinya melimpah, tersedia juga soto ayam, mantap pokoknya  #KulinerJogja #JogjaFood  https://t.co/Ux3U6VzVy1",Tatam_Fadholi,positif
1481159863057395715,fess saran kuliner jogja dong,FOODFESS2,netral
1481139195792195584,Kuliner Legend: Mie Ayam Tumini Yogyakarta  https://t.co/gmnqDJ3KHD   Mie ayam yang jogja banget!,RizaMillati,positif
1481129741487058948,guis saranin kuliner di jogja donggg yang murmer. aku kemarin baru sempet makan gudeg yu djum sama warung giyok ayam kuah gt enak bgtttt,FOOD_FESS,positif
1481659030456401921,mayan nih buat kuliner an kalo ke jogja lagi,ssedangstresss,positif
1481646934964436992,"Yak malah ngelist kuliner di jogja, jadi kangen mudik 😭😭😭 udah dua tahun gak mudik ke jogja 😭😭😭😭😭😭😭",hello_its_an_,negatif
1481639651232587781,kuliner jogja emang banyak bgt,D1LFSOOB,positif
1481628508447133698,@AnisaPoo Kuliner jogja nis?,MuazamSuny,negatif
1481608254811963402,"@tirta_cipeng Aku lulusan S1 TI, pas kuliah jg sempet kerja jadi kang poto copy sama jaga warnet. Lulus balik ke Sumatra, kerja ikut temen nguli nyuci sofa sama kasur. Skrg balik Jogja lagi, mau nyambi jd ojol. Ngapain harus malu, yg penting halal dan gk nyusahin orang. Pengen usaha kuliner jg",RigaPurnama,netral
1481592560703643650,@hopetimjang puisi tema kuliner jogja,matcha_creamyy,netral
1481556394474360836,Setelah bm kuliner malang sekarang bm kuliner jogja hwaaa,wulan_Cahyaa,negatif
1481540106330669059,@devikarahmaaa @KuntoAjiW Ojo lali sego tahu kr Lodeh Pak Sugeng  Sebenarnya kuliner Kudus bisa dibilang agak mahal dibanding Jogja (krn skrg aku tinggal di Jogja) tapi itu (menurutku) untuk menjaga kualitas,BayuYogama,negatif
1481532696279285767,"@yuggi_ @KuntoAjiW Udah jadi wishlist ku juga ini kalo ke jogja, nanti bagi2 list kuliner solo mu juga ya nev 😂",ditth,netral
1481489462341550081,@pratiwis94 @FFOODFESS Setahuku belum ada satu tahunan kak. Sering muncul di akun2 IG kuliner Jogja. Aku mau coba tapi belum sempet terus. Tp kalo lihat review di google maps bagus2 kok,Pecepe___,netral
1481467873956884481,Simpen unt wisata kuliner jogja ntr klo balik Indo 😎,NhieqTa,positif
1481466744808312832,Gue kira ini lirik lagu baru taunya kuliner jogja,johffeine,positif
1481465792801959936,referensi kuliner jogja / yogyakarta rekomendasi makanan di jogja / yogyakarta rekomen tempat makan di jogja / yogyakarta rekomendasi kuliner di jogja / yogyakarta,prlzsp,positif
1481457095543500806,@FOOD_FESS kuliner jogja? ya ayam olive lah 🤪,raspbellyn,positif
1481454838731132930,@putrasutaman Kuliner khas jogja,dvrksw,positif
1482123696798314497,Kukira puisi ternyata daftar kuliner jogja wekwkwk,khoirulXanam,netral
1482064467299287040,FWB! ada recommend engga kuliner jogja yang rasanya engga mengecewakan? Maklum buta sama kota jogja m24,FWB_Needs,negatif
1482039637162229762,"Bahkan soal kuliner ini aspek pembedanya bisa sangat mikro, tradisi keluarga misalkan  Percaya ama gue pasti (akan) ada aja keluarga di Jogja yang bikin Gudeg nggak pake gula merah tapi pake stevia karena kepala keluarganya mengidap diabetes melitus tp doyan Gudeg",baryoism,netral
1482039195447214080,"Restoran Kyochon di Indonesia, Ayam Goreng a la Korea #Kuliner |  https://t.co/pKX2gwtSwn |  https://t.co/zFU2SxMSX7",_Jogja_,netral
1482015588289777664,@nikkiefi makanan viral selalu b aja menurutku.. termasuk yg skrg sering masuk di akun2 kuliner jogja,mbakmoy,positif
1482011837197873155,Teh jahenya luar biasa mantab! Lokasi: Kedai Pos Merapi  #KulinerJogja #JogjaFood  https://t.co/j133g83o0k,Tatam_Fadholi,positif
1482009087550554114,"guis gw klo liat fyp t1kt0k sering bgt di daerah jogja/mlg/bdg tuh sering kali bnyk cafe/hidden gem2 gitu, di sby ada kah? atau adakah kuliner legendaris di sana? saran dong🤤🙏",FOOD_FESS,positif
1481974379596685313,"Saking terkenalnya, Olive Chicken secara tidak resmi didapuk sebagai oleh-oleh Jogja. Apa keistimewaanya dan bagaimana kuliner ini bertahan dengan harga jual murah? #Susul   https://t.co/FtrR2H3Etn",mojokdotco,positif
1481963410166521857,"Jog! Di jogja ada all u can eat kuliner apa aja sih, sekalian minta info tempatnya dong",jogjamf,positif
1481891468898095104,Huhu dr kmren muncul kuliner kuliner jogja jadi pengen banget ke jogjaa lagi 🥲,MerikelKezia,positif
1481884763254575107,"TEEEEE SATEEEEEEEEEEEE! Hallooo #SobatVisitingJogja! Ini sate ayam andalan Mimin nih. Kuliner wajib kalau lagi ke Jogja. Sate bumbu merahnya juwarak. Ga cuma favorite turis lokal, turis mancanegara aja pada ketagihan😍😎  📍 @SateRatuJogja  ⏰ Senin-Sabtu (11.00-21.00 WIB)  https://t.co/DiCM4tZ8RY",visiting_jogja,positif
1481797398414659587,Kenapa di jogja banyak kuliner menarik tapi kalau mau makan bingung makan di mana 😖,hussnulh,positif
1481794485537603584,"@neenaarshavina @alterxjogja Ratusan mf gini mintol kalau engga alibi tagihan kost, bulanan, sejenisnya. Ada engga sih minta tolong tp cuma kek ngisiin quisioner skripsi atau list wisata kuliner jogja gitu?",livgardett,negatif
1482491074371555330,Sabar itu indah  #gudegcandi #kulinerjogja  https://t.co/uUACmR2ZcF,sasjend,positif
1482483036566736902,Jog Info kuliner pagi sing enak terkenal area jogja kota.,jogjamnfs,netral
1482478552281157638,"Inget banget jaman kuliah harus ngebudget pengeluaran maksimal sehari 50rb. Jd kl bs kurang dari situ. Terus pas november lalu ke Jogja, cuma pergi ke tempat kuliner jaman kuliah. Engga explore tmpt baru atau yang fancy",nathanael_eb,positif
