id,tweet,username,sentiment
1.48E+18,"Mau bikin ulasan salah satu kuliner ""wajib"" kalau ke Jogja, yaitu Mangut Lele Mbah Marto. https://t.co/fzvtW2wOSb",gnhartono,negatif
1.48E+18,"Kalau sekarang, gudeg jd salah satu destinasi kuliner malam di Jogja, selain angkringan dan bakmi jawa. Biasanya buka mulai jam 20.00 sampai dini hari. Nah, Sedulur lebih suka makan gudeg pagi-pagi atau malam-malam? #gudegjogja #kulinermalamjogja #kulinermalam #kulinerjogja",sedulurbudaya,positif
1.48E+18,@xyaidan Aku biasanya ngikutin postingan akun kuliner jogja,valleryygldie,netral
1.48E+18,guys yg dom jogja atau yg tau minta tolong rekomen kuliner jogja yg enak dongg💚,ohthehunkuu,positif
1.48E+18,"@Outstandjing Solo tuh udah pas, enak kemana2 kota sebelahnya deket. Ada tawangmangu wisata gunung, wonogiri wisata kuliner, jogja, klaten wisata air. Dalem kotanya sendiri jg udah banyak mall, fasilitas makan dari murah sampe fancy hoka bento, starbuck, yoshinoya, mcd, richeese, stasiun ada.",peachypie2806,positif
1.48E+18,"Seindah2nya bali, secantik2nya toraja, seenak apapun kuliner di medan, semenarik apapun jogja, mewahnya surabaya, tetep bandung sih kota ternyaman &lt;3",malaaSR,netral
1.48E+18,Mau kurus atau gak itu sih pilihan... Tapi makanan yg enak itu kebutuhan 😁😁 order Nasi Panggang Rempah Moza by Kalua Coffee ya #kulinerjogja #jogjaistimewa #jogjakuliner #nasipanggang #infojogja #jogjaupdate https://t.co/UF68ugQnGs,Safriani_Haqqu,positif
1.48E+18,"INFO, KALO KE JOGJA WAJIB KEMANA? &amp; WAJIB KULINER APA AJA?☺️",bubee____,netral
1.48E+18,kembali ke jkt dan tida tau mau makan apa.. rutinitas kuliner jogja benar2 menaikan citarasa lidahku,damnzo,positif
1.48E+18,"jogja saiki kakehan kuliner je, ampe bingung mau makan dimana 😂",syauqifikri,negatif
1.48E+18,Wajib Dicoba Nih!!! Kuliner yang Hits Banget di Jogja https://t.co/nWN9vdHNaC https://t.co/3gs9HoeAZ6,BatemuriTour,positif
1.48E+18,Referensi Kuliner Jogja💫,apayaa_em,netral
1.48E+18,"Terima kasih ya kak sudah dikancani nyari kuliner malam di Salatiga. Btw gaes, doi ini pak dosen kece banget, pas di Jogja suka terlibat di kelas Pemikiran #GusDur. Cocok bangetlah buat diskusi dan ngobrol ngalor ngidul.",tatakhoiriyah,positif
1.48E+18,Guis rekomend kuliner babi di jogja dong guys 😁🐷,FOOD_FESS,netral
1.48E+18,"Jogja dengan segala pesonanya tak cukup untuk dikunjungi dalam sehari saja! Pesona wisata alam yang begitu memukau, keragaman kuliner yang begitu menggoda, wisata edukasi yang mengajarkan kesabaran dan ketelitian, mengenal sejarah melalui museum, https://t.co/q96HS1ixpK",visiting_jogja,positif
1.48E+18,KAK EMMMM aku lagi di jogja terus udah hampir mampir semua kuliner rekomen dari harris 😵😵 sampe sekolah harris … — 😭😭😭 GIMANA REVIEWNYA CERITAIN PLEASEEEEEE https://t.co/mZZ7IusCn2,commedesjay,netral
1.48E+18,"kak emma, insyaallah i’ll be going to jogja 2 hari lagi. aku mau minta rekomendasi kuliner atau tempat yang harus… — cek moments sama baca ulang au harris disitu banyak https://t.co/GLe1dLOt8P",commedesjay,positif
1.48E+18,Fess sender punya resolusi 2022 mau staycation ke jogja. Kasih saran dong kuliner yg wajib dicoba apa aja? Sama lokasinya dimana?,FOODFESS2,positif
1.48E+18,Ko gua nysel ya ngajak tmn2 gua ke jogja wkwkwk. Padahal enakan sendirian.... Wisata kuliner nya pasti kejamah semua,endaan_,negatif
1.48E+18,"Budget mepet tu berape gitu yang jelas, kalo di aku budget 250 paling murah tu hotel di Jogja. Yg nyaman kalo bawa bocil paling gak yaa. Kuliner buanyaaaak kowe arep mangan opo ae ono. Wisata? Apalagi gari milih. Tp raono cimory sorry 🙃",viddyaningrum,positif
1.48E+18,"Aku paling gak bisa kalo ditanyain ""penginapan / hotel rekomen di jogja yg sesuai budget dong. Mepet nih"" Sama ""wisata di Jogja apa aja sih?"" dan juga ""kuliner di Jogja yg enak apa sih?"" Dude. Googling~",viddyaningrum,positif
1.48E+18,Saran tempat wisata atau kuliner di jogja dong urang teu nyaho nanaon ieu,takem1na,netral
1.48E+18,Guis sender punya resolusi 2022 mau staycation ke jogja. Kasih saran dong kuliner apa yg wajib dicoba??,FOOD_FESS,positif
1.48E+18,@kmjsooyaaa Notee. Ayo kack beritahukan tempat kuliner enak di jogja yg ramah dikantong kackk,jisoobl04,positif
1.48E+18,@convomfs KELILING BANDUNG KULINER KE SOLO BEROMANSA DI JOGJA,asteomoon,netral
1.48E+18,"Pengkhianat kuliner, kalo kata driver pas di Jogja wkwkw",Lavendrinaa,negatif
1.48E+18,@chxnbangchan Tp kalo gini mau ke jogja yg mau kuliner malem jg rada was was.. aparatnya kemana ya? Katanya jogja ramah.. tp pihak berwenang seakan akan adem ayem..,romi_mio,netral
1.48E+18,Ada yang bisa saranin hotel bagus deket malioboro dan kuliner apa aja yang wajib dicoba di jogja?,VVOOVELY,positif
1.48E+18,jog wisata kuliner di jogja sore-sore enake apa ya?,jogjamnfs,netral
1.48E+18,"Mei mau ke Jogja, rekomendasi kuliner dong eheheh #jogja #kulinerjogja",ironmencakep,netral
1.48E+18,@Sam_Ardi Olive chicken kuliner asli Jogja,ravandolie,netral
1.48E+18,Ini Tempat Kuliner Jogja Terbaik Wajib Coba - https://t.co/lZVZqceP0p https://t.co/9zfTGCOjii,idbcpr,positif
1.48E+18,"Rek, mau rekomendasi kota yang worth buat dikunjungi dari sisi wisata dan kuliner. Kalo bisa yang di Jawa aja dan selain Jogja, Solo. Makaasi.",PasuruanFess,positif
1.48E+18,Salah satu mie ayam goreng enak di kawasan pogung karena bikinya beneran di goreng bukan cuman nggk dikasih kuah terus di kecapi 😹😹 #mieayam #jogja #pogung #kuliner  https://t.co/42bEWY7rRz,Rempahan_peyekk,netral
1.48E+18,"Di Jogja ada resto namanya Jejamuran; resto olahan jamur. Didirikan saat pemiliknya berumur mendekati 60th setelah risign. Restonya rame, salah satu tujuan wisata kuliner.",lulu_fery,negatif
1.48E+18,Biar ga bingung makan apa - sebuah thread dan review kuliner jogja-,lonelydesember,negatif
1.48E+18,Fess saranin kuliner yg wajib banget didatengin kalo lg ke Jogja dong🥳,FOODFESS2,netral
1.48E+18,Menikmati Kuliner Jogja di Kave Ibu Krida  https://t.co/5xz4osCdJn,NailahAljufri,netral
1.48E+18,Mau ke jogja wisata kuliner wisata ap aj,simonewinny,netral
1.48E+18,"Terkenal Enak dan Murah, Ini 5 Kuliner di Jogja yang Wajib Dicoba saat Liburan ke HeHa Ocean View  https://t.co/rDkkKXyBGR",didia_id,positif
1.48E+18,"Esuk-esuk.... Penampakan sing menggoda dinggo konco mangan soto #sarapan #soto #kulinerjogja , FAVORITmu soto ngendi lur?infokan kene lurr....tak sambangi...🤤 https://t.co/ySTum8hyUQ",halosleman,netral
1.48E+18,Ngelist makanan yang di Jogja . Asli lagi pengen wisata kuliner dibandingkan wisata nya .,dewuri,netral
1.48E+18,@xnooffense @UGM_FESS Jadi buzzer kuliner mie ayam jogja aja kali ya,rekalibrasi,netral
1.48E+18," https://t.co/82taFcxzra Yg lg cari makan malem lesehan santuy dan murmer daerah jogja, gasss lur ke mandala krida. Ada penyetan uenak... Sambelnya joss tenan. Pecel Lele dan Ayam Goreng Mandala Pak Kas di jalan Andung, stadion mandala krida 👍 #kulinerjogja  https://t.co/2OXhvnQ2OM",puspitaronaa,positif
1.48E+18,"Tempat baru lagi (atau aku yang baru tau xixi) temptnya bagus sih, cuman kalau siang terlalu panas. Jadi mendingan sorean kayaknya lebih nyaman. Untuk masakan enak, pizzanya recommended sih. Harga bisa dibilang mahal xixixixixixixixi ✌🏻 #kuliner #kulinerjogja #resto https://t.co/nb9Jsc4jtF",Rempahan_peyekk,negatif
1.48E+18,"Selain mencicipi kuliner khas di Yogyakarta, jangan lewatkan kunjungan ke sejumlah restorannya yang asri, seperti Mbah Bayan Jogja. https://t.co/jVCUHHdALa https://t.co/RcInN8UTl8",getlostidn,netral
1.48E+18,"Ada 4 rasa, original, kelapa, nangka sama keju #kulinerjogja harganya dari 2500 yang original, kalau yang lain 3500 satunya. https://t.co/OTGrCyihgf",RenoAndam,netral
1.48E+18,gaisss.. aku seneng banget ketemu kue lumpur bakar lapindo di jogja. Pas digigit ada aroma gosong dari bagian bawahnya. Enaaakkk #kulinerjogja https://t.co/Jxdxg61GJF,RenoAndam,negatif
1.48E+18,ugm_fess sapa suka duren? ayo hunting or spill kuliner duren di jogja,UGM_FESS,positif
1.48E+18,"Saya baru saja memublikasikan "" Asal-usul Bakpia Pathok, Buah Tangan Andalan dari Jogja "" dari cerita saya "" kuliner Indonesia "".  https://t.co/9Um001oxxu",SutopoEli,positif
1.48E+18,guis kuliner yg kudu dicobain di jogja mana aja ya? tia https://t.co/eJsA5fSOIa,FOOD_FESS,netral
1.48E+18,Ada Rekomendasi ramen di Jogja yg rasanya mirip Seirock Ya Ramen ga yaa? #kulinerjogja,nzzzzzt,netral
1.48E+18,nyampe di Jogja !!!  moots rekomendasiin kuliner Jogja yg VIRAL &amp; Wajid di coba dong !!! 😭😭😭,shxuamonhyO_O,netral
1.48E+18,"@FFOODFESS Nitip nder soalnya tgl 17 nanti mau ke Jogja , ayo rekomendasi kuliner jogja",rraii_9,positif
1.48E+18,"Udah weekend aja nih, besties! Berikut ini kompilasi pejuang kuliner hits di Jogja, Magelang, Wonosobo, Semarang &amp; Cirebon. Spots ini langganan para turis lho, meski penduduk lokal justru jarang berkunjung ke sana! wkwkwkwk. Boleh diicip sekali2 drpd hanya tahu nama ga tahu rasa!  https://t.co/yONE9A4Ifj",Teman_sambatmu,positif
1.48E+18,@FOOD_FESS Ayam geprek di jogja enak.. bener bener di geprek sampe suir suir gitu.. sambelnya juga enak jd nyatu sm ayamnya. Oseng mercon nya juga enaak.. semua kuliner di jogja enak dah buat gw mah,hkhiiki,positif
1.48E+18,"Fess yang di jogja atau pernah ke jogja, bisa rekomendasiin wisata kuliner yang enak ga? TIA!",FOODFESS2,positif
1.48E+18,finally!!! 2022 admin derartna bikin itinerary jogja☺  guys saranin homestay buat keluarga sama kuliner jogja dong ✨✨,derartna,netral
1.48E+18,Kangen kuliner jogja 🤤,harryakb10,netral
1.48E+18,"Orang-orang pingin ke bandung karena wisatanya. Lah aku pingin ke bandung karena karena kopinya.  Orang-orang pingin ke jogja karena kuliner dan makanan murahnya. Lah aku pingin ke jogja karena sejarah, kehangatan warganya, dunia perkopiannya. Secinta itu saya sama kopi.",Bukanbendamati,netral
1.48E+18,"@timothykennetz Tapi iya sih, kalo misal banyak baca terminologi makanan indonesia khususnya daerah jawa, itu banyak banget serapan dan kaya akulturasi nya sama makanan yang di belanda, dulu tugas akhir sempet ngambil tentang kuliner kraton jogja dan malah banyak ""OOOOHHHH jadi gini tohh..""",yuniqelo,positif
1.48E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/EBN6sLuVoN,haohao_jogja,netral
1.48E+18,-11fess Gaiss wisata jogja-solo tapi yang bukan wisata view/kuliner apa ya?,UNSfess_,netral
1.48E+18,Kuliner jogja apa aja sih,rmyzn_,netral
1.48E+18,"Kudus juga sma, unik, pertama makan soto kerbau dan kuliner ayam yg ditaruh daun pisang, dan itu enak bgt 😂  Jogja aku baru sebentar ekplore, dan kulinernya sma banyak macamnya, pengen eksplore lagi",madewulansari,positif
1.48E+18,Rekomendasi kuliner jogja dong…,pradipta_r_,netral
1.48E+18,"Hangatnya Wedang Ronde Mbah Payem, Kuliner Populer dan Legendaris di Jogja -  https://t.co/mqFV5Klqst  https://t.co/wuHf23yx41",MakanYukAh,positif
1.48E+18,Kuliner Hits Jogja: Geblek Gurih Nanggulan Kulon Progo - Ayoyogya https://t.co/5tHh8dt8cK,MakanYukAh,netral
1.48E+18,"Berawal dari Lahan Tak Diperhatikan, Kini Lembah Si Cangkring Jadi Destinasi Kuliner Favorit - Tribun Jogja https://t.co/D6GSqe7Nzl",MakanYukAh,positif
1.48E+18,isi fyp dr tadi kuliner jogja aja semua,nullozy,netral
1.48E+18,Kalo ke jogja tuh kuliner yang enak apaan yakk,bbyuncandy,positif
1.48E+18,"Nasi goreng pasar pakem, syahdu  #KulinerJogja #JogjaFood  https://t.co/FSOMxoiNlz",Tatam_Fadholi,netral
1.48E+18,Kangen kuliner jogja,nahkeliku,netral
1.48E+18,50 Tenant Bakal Ramaikan Stand Kuliner di Plaza Kuliner Glagah Kulonprogo - Tribun Jogja  https://t.co/GmG5Zh9HZw,MakanYukAh,netral
1.48E+18,EL PRIMO SAUSAGE DAIRY Kuliner Terbaru di Jogja #elprimosausagedairy #elprimo https://t.co/qi7cb2hP21,BangunHandoko,netral
1.48E+18,50 Tenant Bakal Ramaikan Stand Kuliner di Plaza Kuliner Glagah Kulonprogo - Tribun Jogja https://t.co/QBtAPrKbHM,JuhadiKp,netral
1.48E+18,Sampe langsung mlipir ke sini... Monggo ma'em lur.... 😊 #jogja #kulinerjogja #sotopakmarto @ Soto Pak Marto JEC https://t.co/c5xyCN4X0c,ferryak,netral
1.48E+18,"Deretan Surga Kuliner Jogja, Lezatnya Bikin Kangen https://t.co/W7eEyCg2XD #KulinerJogja #MakananEnakDiJogja",fajaronline,netral
1.48E+18,@eudaimoniasan Kalo mau kluar malem rada mikir di jogja pdhal dlu sering kuliner malem di jogja 🥲,romi_mio,netral
1.48E+18,"Apaan sik nih Jogja knp skrg byk kuliner macem macem, jaman  awal tahun 2000an nyari buryam enak ajah susah bgt di Jogja :')))",Anna_Puri,netral
1.48E+18,"Jogja dengan segala kuliner, wisata, dan cerita wkwk",TukangMaido22,netral
1.48E+18,"Sejarah Jadah Tempe Mbah Carik, Legenda Kuliner Jogja Kegemaran Sultan  https://t.co/amnNL5klg2 #beritajogja #jogja #jogjaistimewa  https://t.co/1tySDeLflK",Harian_Jogja,netral
1.48E+18,"@103popfmjakarta @diankatroks @davenirvana mi dok dok burjo jogja, sego godog jogja, pokoknya kuliner jigjaaa T.T",apriliamoneta,netral
1.48E+18,Reposted from @kristinasetyawati Penting utk menilai sesuatu dengan sudut pandang yg berbeda sayang..💕 Krn terkadang kita stuck oleh pola pikir kita sendiri..✨ #kulinerjogja #jogjaku #kulinernusantara #blusukanbantul  https://t.co/v3DvQoJcUX,BlusukanBantul,positif
1.48E+18,Kuliner Malam Jogja: Nasi Bebek Terenak Se-Asia Tenggara Versi Lidah Warganet - Ayoyogya https://t.co/WPDYNNscAl,MakanYukAh,netral
1.48E+18,moots ada saran tempat kuliner di jogja nggak?,lavienoirs,netral
1.48E+18,Wishlist ku nambah lagi.. pengen ke Jogja buat kuliner an😭,pingkeubear,netral
1.48E+18,masih pagi kepikiran buat kuliner travelling deh ke jogja atau kemana gituu yg byk jajanan wuenakk dan unik nya hehe,christwynee,positif
1.48E+18,"Asli aga kasian kalo yang tau kuliner khas jogja cuman gudeg. Padahal oseng - oseng mercon juga ga kalah , sate klatak pun juga, dan kalo emang nginep di maliboro cobain sate kere samping pasar bringharjo.",REVAIZAL,negatif
1.48E+18,@SaniSantol @keyntung Pakar kuliner di Jogja🙏🏼,sapesih,positif
1.48E+18,ini kuliner jogja wisata jogja bs stop lewat fyp gue gk🙏🏼bener2 lgsg gue scroll loh masih aja lewat yg lain!!tolong lah!!!!!!!!!!!,anciyyy,netral
1.48E+18,"Innalillahi wa innailaihi roji'uun ikut berduka cita atas berpulangnya legenda ""jadah tempe"" Jogja, semoga Mbah Carik mendapat tempat terbaik disisiNya aamiin..  Saat Legenda Kuliner Jadah Tempe Yogya Tutup Usia  https://t.co/CIeZQI6boF",Indra_satri,positif
1.48E+18,"Mas kun, lagi wisata kuliner mahasiswa jogja, jadi baper sama kenangannya, bring me back to~~~",renatharere,netral
1.48E+18,"@KuntoAjiW kuliner khas jogja, olive chicken mas🙏🏻",byutiiiii,netral
1.48E+18,Referensi kuliner jogja,walnuttss,netral
1.48E+18,Mampus gue lagi diet inget kuliner jogja😭,becausemikhael,negatif
1.48E+18,Memantau kuliner jogja,unhde,netral
1.48E+18,bookmarked list kuliner jogja,karinnath,netral
1.48E+18,"#RaboSoto Nemu soto berkuah kental di Jogja utara, lain dari pada yang lain, kuahnya seger gurih, daging sapinya melimpah, tersedia juga soto ayam, mantap pokoknya  #KulinerJogja #JogjaFood  https://t.co/Ux3U6VzVy1",Tatam_Fadholi,positif
1.48E+18,fess saran kuliner jogja dong,FOODFESS2,netral
1.48E+18,Kuliner Legend: Mie Ayam Tumini Yogyakarta  https://t.co/gmnqDJ3KHD   Mie ayam yang jogja banget!,RizaMillati,netral
1.48E+18,guis saranin kuliner di jogja donggg yang murmer. aku kemarin baru sempet makan gudeg yu djum sama warung giyok ayam kuah gt enak bgtttt,FOOD_FESS,positif
1.48E+18,mayan nih buat kuliner an kalo ke jogja lagi,ssedangstresss,netral
1.48E+18,"Yak malah ngelist kuliner di jogja, jadi kangen mudik 😭😭😭 udah dua tahun gak mudik ke jogja 😭😭😭😭😭😭😭",hello_its_an_,netral
1.48E+18,kuliner jogja emang banyak bgt,D1LFSOOB,netral
1.48E+18,@AnisaPoo Kuliner jogja nis?,MuazamSuny,netral
1.48E+18,"@tirta_cipeng Aku lulusan S1 TI, pas kuliah jg sempet kerja jadi kang poto copy sama jaga warnet. Lulus balik ke Sumatra, kerja ikut temen nguli nyuci sofa sama kasur. Skrg balik Jogja lagi, mau nyambi jd ojol. Ngapain harus malu, yg penting halal dan gk nyusahin orang. Pengen usaha kuliner jg",RigaPurnama,positif
1.48E+18,@hopetimjang puisi tema kuliner jogja,matcha_creamyy,netral
1.48E+18,Setelah bm kuliner malang sekarang bm kuliner jogja hwaaa,wulan_Cahyaa,netral
1.48E+18,@devikarahmaaa @KuntoAjiW Ojo lali sego tahu kr Lodeh Pak Sugeng  Sebenarnya kuliner Kudus bisa dibilang agak mahal dibanding Jogja (krn skrg aku tinggal di Jogja) tapi itu (menurutku) untuk menjaga kualitas,BayuYogama,positif
1.48E+18,"@yuggi_ @KuntoAjiW Udah jadi wishlist ku juga ini kalo ke jogja, nanti bagi2 list kuliner solo mu juga ya nev 😂",ditth,netral
1.48E+18,@pratiwis94 @FFOODFESS Setahuku belum ada satu tahunan kak. Sering muncul di akun2 IG kuliner Jogja. Aku mau coba tapi belum sempet terus. Tp kalo lihat review di google maps bagus2 kok,Pecepe___,negatif
1.48E+18,Simpen unt wisata kuliner jogja ntr klo balik Indo 😎,NhieqTa,netral
1.48E+18,Gue kira ini lirik lagu baru taunya kuliner jogja,johffeine,netral
1.48E+18,referensi kuliner jogja / yogyakarta rekomendasi makanan di jogja / yogyakarta rekomen tempat makan di jogja / yogyakarta rekomendasi kuliner di jogja / yogyakarta,prlzsp,positif
1.48E+18,@FOOD_FESS kuliner jogja? ya ayam olive lah 🤪,raspbellyn,netral
1.48E+18,@putrasutaman Kuliner khas jogja,dvrksw,netral
1.48E+18,Kukira puisi ternyata daftar kuliner jogja wekwkwk,khoirulXanam,netral
1.48E+18,FWB! ada recommend engga kuliner jogja yang rasanya engga mengecewakan? Maklum buta sama kota jogja m24,FWB_Needs,netral
1.48E+18,"Bahkan soal kuliner ini aspek pembedanya bisa sangat mikro, tradisi keluarga misalkan  Percaya ama gue pasti (akan) ada aja keluarga di Jogja yang bikin Gudeg nggak pake gula merah tapi pake stevia karena kepala keluarganya mengidap diabetes melitus tp doyan Gudeg",baryoism,positif
1.48E+18,"Restoran Kyochon di Indonesia, Ayam Goreng ala Korea #Kuliner | https://t.co/pKX2gwtSwn | https://t.co/zFU2SxMSX7",_Jogja_,netral
1.48E+18,@nikkiefi makanan viral selalu b aja menurutku.. termasuk yg skrg sering masuk di akun2 kuliner jogja,mbakmoy,netral
1.48E+18,Teh jahenya luar biasa mantab! Lokasi: Kedai Pos Merapi  #KulinerJogja #JogjaFood  https://t.co/j133g83o0k,Tatam_Fadholi,netral
1.48E+18,"guis gw klo liat fyp tiktok sering bgt di daerah jogja/mlg/bdg tuh sering kali bnyk cafe/hidden gem2 gitu, di sby ada kah? atau adakah kuliner legendaris di sana? saran dong🤤🙏",FOOD_FESS,positif
1.48E+18,"Saking terkenalnya, Olive Chicken secara tidak resmi didapuk sebagai oleh-oleh Jogja. Apa keistimewaanya dan bagaimana kuliner ini bertahan dengan harga jual murah? #Susul   https://t.co/FtrR2H3Etn",mojokdotco,positif
1.48E+18,"Jog! Di jogja ada all u can eat kuliner apa aja sih, sekalian minta info tempatnya dong",jogjamf,netral
1.48E+18,Huhu dr kmren muncul kuliner kuliner jogja jadi pengen banget ke jogjaa lagi 🥲,MerikelKezia,netral
1.48E+18,"TEEEEE SATEEEEEEEEEEEE! Hallooo #SobatVisitingJogja! Ini sate ayam andalan Mimin nih. Kuliner wajib kalau lagi ke Jogja. Sate bumbu merahnya juwarak. Ga cuma favorite turis lokal, turis mancanegara aja pada ketagihan😍😎  📍 @SateRatuJogja  ⏰ Senin-Sabtu (11.00-21.00 WIB)  https://t.co/DiCM4tZ8RY",visiting_jogja,netral
1.48E+18,Kenapa di jogja banyak kuliner menarik tapi kalau mau makan bingung makan di mana 😖,hussnulh,positif
1.48E+18,"@neenaarshavina @alterxjogja Ratusan mf gini mintol kalau engga alibi tagihan kost, bulanan, sejenisnya. Ada engga sih minta tolong tp cuma kek ngisiin quisioner skripsi atau list wisata kuliner jogja gitu?",livgardett,negatif
1.48E+18,Sabar itu indah  #gudegcandi #kulinerjogja  https://t.co/uUACmR2ZcF,sasjend,positif
1.48E+18,Jog Info kuliner pagi sing enak terkenal area jogja kota.,jogjamnfs,positif
1.48E+18,"Inget banget jaman kuliah harus ngebudget pengeluaran maksimal sehari 50rb. Jd kl bs kurang dari situ. Terus pas november lalu ke Jogja, cuma pergi ke tempat kuliner jaman kuliah. Engga explore tmpt baru atau yang fancy",nathanael_eb,negatif
1.48E+18,"Kuliner Jogja 📍Sop dan Sate Pak Bayu (Deket Pasar Gentan)   Tempat luas, tapi kursi dempet2an.  Point plusnya walaupun rame tapi dapet minum + makan cepet (10-15 menit) 💴 makanan yang di foto ini 23-27k  Btw sate sugih isinya lebih dr ini tp lupa ga ngitung keburu laper  https://t.co/AZEqUmV7Q1",maelanifitri,negatif
1.48E+18,Kuliner hari ini konsepnya memanjakan lidah sumatera sebelum bertemu realita masakan sumatera di jogja,rifqiananda_,netral
1.48E+18,Kenapa kuliner jogja selalu lewat fyp kuuuui 😖😖😖😖😖😖,AuliaSvtri,netral
1.48E+18,Magelangan dulu daripada mikir tugas peliputan yg tiba-tiba 😴 #kuliner #sleman #kulinerjogja #jogja #magelangan  https://t.co/lc348mswMU,angga_purenda,netral
